,ID,Store ID,Total Price,Base Price,Units Sold,new_column
172,235,8317,170.2875,170.2875,37,2026-09-22 21:40:20.451076
173,236,8317,178.125,178.125,15,2026-09-22 21:40:20.451076
174,237,8317,178.125,178.125,30,2026-09-22 21:40:20.451076
175,240,8319,116.85,116.85,11,2026-09-22 21:40:20.451076
176,241,8319,115.425,115.425,31,2026-09-22 21:40:20.451076
177,242,8319,141.075,168.15,26,2026-09-22 21:40:20.451076
178,244,8319,232.9875,235.125,56,2026-09-22 21:40:20.451076
179,245,8319,219.45,219.45,42,2026-09-22 21:40:20.451076
180,246,8319,312.7875,312.7875,38,2026-09-22 21:40:20.451076
181,247,8319,227.2875,227.2875,12,2026-09-22 21:40:20.451076
182,248,8319,240.825,240.825,8,2026-09-22 21:40:20.451076
183,249,8319,213.0375,213.0375,18,2026-09-22 21:40:20.451076
184,252,8319,429.6375,448.1625,13,2026-09-22 21:40:20.451076
185,257,8392,184.5375,184.5375,2,2026-09-22 21:40:20.451076
186,258,8392,116.1375,116.1375,15,2026-09-22 21:40:20.451076
187,259,8392,115.425,115.425,42,2026-09-22 21:40:20.451076
188,260,8392,133.2375,156.75,29,2026-09-22 21:40:20.451076
189,261,8392,231.5625,231.5625,11,2026-09-22 21:40:20.451076
190,263,8392,227.2875,227.2875,19,2026-09-22 21:40:20.451076
191,264,8392,106.875,312.7875,11,2026-09-22 21:40:20.451076
192,265,8392,210.9,210.9,20,2026-09-22 21:40:20.451076
193,268,8392,240.825,240.825,4,2026-09-22 21:40:20.451076
194,269,8392,213.0375,213.0375,14,2026-09-22 21:40:20.451076
195,272,8392,426.7875,448.1625,2,2026-09-22 21:40:20.451076
196,273,8398,98.325,98.325,103,2026-09-22 21:40:20.451076
197,274,8398,99.0375,99.0375,90,2026-09-22 21:40:20.451076
198,275,8398,98.325,98.325,29,2026-09-22 21:40:20.451076
199,277,8398,134.6625,134.6625,44,2026-09-22 21:40:20.451076
200,278,8398,131.8125,131.8125,53,2026-09-22 21:40:20.451076
201,279,8398,141.7875,141.7875,85,2026-09-22 21:40:20.451076
202,282,8398,221.5875,221.5875,63,2026-09-22 21:40:20.451076
203,283,8398,282.15,314.2125,33,2026-09-22 21:40:20.451076
204,284,8398,171.7125,205.2,145,2026-09-22 21:40:20.451076
205,285,8398,205.9125,205.9125,9,2026-09-22 21:40:20.451076
206,287,8398,250.8,250.8,67,2026-09-22 21:40:20.451076
207,288,8398,207.3375,207.3375,53,2026-09-22 21:40:20.451076
208,289,8398,190.2375,250.8,32,2026-09-22 21:40:20.451076
209,290,8398,426.7875,448.1625,25,2026-09-22 21:40:20.451076
210,291,8398,431.0625,448.1625,37,2026-09-22 21:40:20.451076
211,292,8398,426.7875,451.725,69,2026-09-22 21:40:20.451076
212,293,8398,177.4125,177.4125,6,2026-09-22 21:40:20.451076
213,295,8400,97.6125,97.6125,44,2026-09-22 21:40:20.451076
214,296,8400,97.6125,97.6125,41,2026-09-22 21:40:20.451076
215,297,8400,97.6125,97.6125,28,2026-09-22 21:40:20.451076
216,299,8400,131.1,131.1,29,2026-09-22 21:40:20.451076
217,300,8400,133.95,133.95,44,2026-09-22 21:40:20.451076
218,301,8400,141.075,141.075,66,2026-09-22 21:40:20.451076
219,305,8400,216.6,216.6,29,2026-09-22 21:40:20.451076
220,306,8400,327.0375,327.0375,38,2026-09-22 21:40:20.451076
221,307,8400,190.95,221.5875,104,2026-09-22 21:40:20.451076
222,308,8400,227.2875,227.2875,34,2026-09-22 21:40:20.451076
223,309,8400,213.0375,213.0375,99,2026-09-22 21:40:20.451076
224,310,8400,190.95,236.55,76,2026-09-22 21:40:20.451076
225,311,8400,436.05,476.6625,15,2026-09-22 21:40:20.451076
226,313,8400,426.7875,453.8625,46,2026-09-22 21:40:20.451076
227,314,8422,84.075,84.075,51,2026-09-22 21:40:20.451076
228,315,8422,83.3625,83.3625,65,2026-09-22 21:40:20.451076
229,318,8422,124.6875,124.6875,19,2026-09-22 21:40:20.451076
230,319,8422,139.65,161.7375,28,2026-09-22 21:40:20.451076
231,323,8422,219.45,219.45,78,2026-09-22 21:40:20.451076
232,324,8422,282.8625,282.8625,34,2026-09-22 21:40:20.451076
233,325,8422,208.05,208.05,64,2026-09-22 21:40:20.451076
234,326,8422,177.4125,177.4125,46,2026-09-22 21:40:20.451076
235,327,8422,177.4125,177.4125,52,2026-09-22 21:40:20.451076
236,328,8422,205.2,205.2,43,2026-09-22 21:40:20.451076
237,329,8422,205.9125,205.9125,36,2026-09-22 21:40:20.451076
238,330,8422,190.2375,212.325,96,2026-09-22 21:40:20.451076
239,332,8422,426.7875,448.1625,14,2026-09-22 21:40:20.451076
240,333,8422,428.925,448.1625,18,2026-09-22 21:40:20.451076
241,336,8438,86.925,86.925,98,2026-09-22 21:40:20.451076
242,337,8438,88.35,88.35,67,2026-09-22 21:40:20.451076
243,338,8438,86.925,86.925,21,2026-09-22 21:40:20.451076
244,340,8438,126.825,126.825,31,2026-09-22 21:40:20.451076
245,341,8438,126.825,126.825,47,2026-09-22 21:40:20.451076
246,342,8438,136.8,168.8625,48,2026-09-22 21:40:20.451076
247,343,8438,229.425,229.425,21,2026-09-22 21:40:20.451076
248,344,8438,231.5625,231.5625,28,2026-09-22 21:40:20.451076
249,345,8438,230.1375,230.1375,50,2026-09-22 21:40:20.451076
250,346,8438,224.4375,224.4375,109,2026-09-22 21:40:20.451076
251,347,8438,312.7875,312.7875,46,2026-09-22 21:40:20.451076
252,348,8438,215.8875,215.8875,57,2026-09-22 21:40:20.451076
253,349,8438,177.4125,177.4125,38,2026-09-22 21:40:20.451076
254,350,8438,177.4125,177.4125,37,2026-09-22 21:40:20.451076
255,352,8438,240.825,240.825,33,2026-09-22 21:40:20.451076
256,353,8438,213.0375,213.0375,62,2026-09-22 21:40:20.451076
257,354,8438,190.2375,213.0375,137,2026-09-22 21:40:20.451076
258,355,8438,426.7875,448.875,20,2026-09-22 21:40:20.451076
259,356,8438,426.7875,448.875,35,2026-09-22 21:40:20.451076
260,357,8438,427.5,448.1625,53,2026-09-22 21:40:20.451076
261,358,8438,483.7875,483.7875,22,2026-09-22 21:40:20.451076
262,360,8555,85.5,85.5,30,2026-09-22 21:40:20.451076
263,361,8555,86.925,86.925,17,2026-09-22 21:40:20.451076
264,365,8555,132.525,132.525,11,2026-09-22 21:40:20.451076
265,366,8555,138.9375,163.1625,27,2026-09-22 21:40:20.451076
266,370,8555,227.2875,227.2875,25,2026-09-22 21:40:20.451076
267,371,8555,295.6875,295.6875,7,2026-09-22 21:40:20.451076
268,372,8555,223.725,223.725,31,2026-09-22 21:40:20.451076
269,375,8555,193.8,193.8,24,2026-09-22 21:40:20.451076
270,376,8555,190.2375,201.6375,43,2026-09-22 21:40:20.451076
271,379,8555,431.775,448.1625,9,2026-09-22 21:40:20.451076
272,380,8562,98.325,98.325,118,2026-09-22 21:40:20.451076
273,381,8562,99.0375,112.575,96,2026-09-22 21:40:20.451076
274,382,8562,98.325,98.325,23,2026-09-22 21:40:20.451076
275,384,8562,134.6625,134.6625,36,2026-09-22 21:40:20.451076
276,385,8562,133.2375,133.2375,49,2026-09-22 21:40:20.451076
277,386,8562,140.3625,140.3625,125,2026-09-22 21:40:20.451076
278,390,8562,203.0625,203.0625,103,2026-09-22 21:40:20.451076
279,391,8562,327.0375,327.0375,107,2026-09-22 21:40:20.451076
280,392,8562,173.85,181.6875,169,2026-09-22 21:40:20.451076
281,393,8562,205.9125,205.9125,31,2026-09-22 21:40:20.451076
282,394,8562,205.9125,205.9125,16,2026-09-22 21:40:20.451076
283,395,8562,241.5375,241.5375,48,2026-09-22 21:40:20.451076
284,396,8562,204.4875,204.4875,73,2026-09-22 21:40:20.451076
285,397,8562,190.2375,236.55,61,2026-09-22 21:40:20.451076
286,398,8562,426.7875,448.1625,10,2026-09-22 21:40:20.451076
287,399,8562,426.7875,448.1625,36,2026-09-22 21:40:20.451076
288,400,8562,427.5,452.4375,81,2026-09-22 21:40:20.451076
289,402,8562,177.4125,177.4125,20,2026-09-22 21:40:20.451076
290,407,8869,98.325,112.575,98,2026-09-22 21:40:20.451076
291,408,8869,99.0375,112.575,101,2026-09-22 21:40:20.451076
292,409,8869,99.0375,98.325,22,2026-09-22 21:40:20.451076
293,412,8869,133.95,133.95,35,2026-09-22 21:40:20.451076
294,413,8869,134.6625,134.6625,47,2026-09-22 21:40:20.451076
295,414,8869,142.5,142.5,143,2026-09-22 21:40:20.451076
296,415,8869,241.5375,282.8625,44,2026-09-22 21:40:20.451076
297,418,8869,206.625,206.625,48,2026-09-22 21:40:20.451076
298,419,8869,327.0375,327.0375,46,2026-09-22 21:40:20.451076
299,420,8869,181.6875,203.0625,151,2026-09-22 21:40:20.451076
300,423,8869,220.1625,220.1625,73,2026-09-22 21:40:20.451076
301,424,8869,193.8,193.8,35,2026-09-22 21:40:20.451076
302,425,8869,190.2375,213.0375,30,2026-09-22 21:40:20.451076
303,427,8869,426.7875,448.1625,35,2026-09-22 21:40:20.451076
304,428,8869,426.7875,448.1625,54,2026-09-22 21:40:20.451076
305,429,8869,178.125,205.9125,28,2026-09-22 21:40:20.451076
306,431,8991,84.075,84.075,78,2026-09-22 21:40:20.451076
307,432,8991,83.3625,83.3625,100,2026-09-22 21:40:20.451076
308,433,8991,82.65,83.3625,79,2026-09-22 21:40:20.451076
309,435,8991,125.4,125.4,30,2026-09-22 21:40:20.451076
310,436,8991,125.4,125.4,24,2026-09-22 21:40:20.451076
311,437,8991,138.9375,158.8875,44,2026-09-22 21:40:20.451076
312,438,8991,232.275,232.275,18,2026-09-22 21:40:20.451076
313,439,8991,230.1375,230.1375,18,2026-09-22 21:40:20.451076
314,440,8991,230.1375,230.1375,27,2026-09-22 21:40:20.451076
315,441,8991,215.175,215.175,81,2026-09-22 21:40:20.451076
316,442,8991,295.6875,295.6875,38,2026-09-22 21:40:20.451076
317,443,8991,218.025,218.025,57,2026-09-22 21:40:20.451076
318,444,8991,177.4125,177.4125,48,2026-09-22 21:40:20.451076
319,445,8991,177.4125,177.4125,32,2026-09-22 21:40:20.451076
320,446,8991,205.2,205.2,54,2026-09-22 21:40:20.451076
321,447,8991,199.5,199.5,46,2026-09-22 21:40:20.451076
322,448,8991,189.525,212.325,113,2026-09-22 21:40:20.451076
323,449,8991,428.2125,450.3,24,2026-09-22 21:40:20.451076
324,450,8991,428.925,448.1625,21,2026-09-22 21:40:20.451076
325,451,8991,426.7875,448.1625,37,2026-09-22 21:40:20.451076
326,452,8991,483.7875,483.7875,14,2026-09-22 21:40:20.451076
327,453,8991,170.2875,170.2875,15,2026-09-22 21:40:20.451076
328,455,8991,178.125,203.0625,23,2026-09-22 21:40:20.451076
329,456,8911,83.3625,83.3625,42,2026-09-22 21:40:20.451076
330,457,8911,73.3875,84.7875,49,2026-09-22 21:40:20.451076
331,459,8911,130.3875,130.3875,9,2026-09-22 21:40:20.451076
332,460,8911,126.1125,126.1125,21,2026-09-22 21:40:20.451076
333,461,8911,136.0875,167.4375,29,2026-09-22 21:40:20.451076
334,462,8911,237.975,237.975,23,2026-09-22 21:40:20.451076
335,464,8911,232.9875,232.9875,28,2026-09-22 21:40:20.451076
336,465,8911,227.2875,227.2875,42,2026-09-22 21:40:20.451076
337,466,8911,295.6875,295.6875,15,2026-09-22 21:40:20.451076
338,467,8911,212.325,212.325,31,2026-09-22 21:40:20.451076
339,468,8911,205.2,205.2,24,2026-09-22 21:40:20.451076
340,469,8911,205.9125,205.9125,38,2026-09-22 21:40:20.451076
341,470,8911,190.2375,212.325,31,2026-09-22 21:40:20.451076
342,472,8911,426.7875,448.875,20,2026-09-22 21:40:20.451076
343,473,8911,428.925,448.875,18,2026-09-22 21:40:20.451076
344,474,9001,97.6125,97.6125,14,2026-09-22 21:40:20.451076
345,482,9001,213.0375,213.0375,29,2026-09-22 21:40:20.451076
346,486,9043,98.325,91.9125,66,2026-09-22 21:40:20.451076
347,487,9043,98.325,112.575,84,2026-09-22 21:40:20.451076
348,488,9043,99.0375,113.2875,35,2026-09-22 21:40:20.451076
349,490,9043,132.525,132.525,32,2026-09-22 21:40:20.451076
350,491,9043,133.2375,133.2375,30,2026-09-22 21:40:20.451076
351,492,9043,141.7875,141.7875,48,2026-09-22 21:40:20.451076
352,494,9043,210.9,210.9,21,2026-09-22 21:40:20.451076
353,495,9043,327.0375,327.0375,15,2026-09-22 21:40:20.451076
354,496,9043,171.7125,213.75,71,2026-09-22 21:40:20.451076
355,497,9043,205.9125,205.9125,11,2026-09-22 21:40:20.451076
356,499,9043,241.5375,241.5375,40,2026-09-22 21:40:20.451076
357,500,9043,213.0375,213.0375,29,2026-09-22 21:40:20.451076
358,501,9043,190.2375,236.55,23,2026-09-22 21:40:20.451076
359,504,9043,430.35,460.275,48,2026-09-22 21:40:20.451076
360,506,9043,177.4125,177.4125,17,2026-09-22 21:40:20.451076
361,507,9092,84.075,84.075,60,2026-09-22 21:40:20.451076
362,508,9092,83.3625,83.3625,34,2026-09-22 21:40:20.451076
363,509,9092,125.4,125.4,14,2026-09-22 21:40:20.451076
364,510,9092,122.55,122.55,21,2026-09-22 21:40:20.451076
365,511,9092,138.225,160.3125,31,2026-09-22 21:40:20.451076
366,512,9092,233.7,233.7,10,2026-09-22 21:40:20.451076
367,513,9092,222.3,222.3,65,2026-09-22 21:40:20.451076
368,514,9092,295.6875,295.6875,32,2026-09-22 21:40:20.451076
369,515,9092,209.475,209.475,50,2026-09-22 21:40:20.451076
370,516,9092,177.4125,177.4125,31,2026-09-22 21:40:20.451076
371,517,9092,177.4125,177.4125,29,2026-09-22 21:40:20.451076
372,518,9092,205.2,205.2,45,2026-09-22 21:40:20.451076
373,519,9092,205.9125,205.9125,39,2026-09-22 21:40:20.451076
374,520,9092,190.2375,212.325,34,2026-09-22 21:40:20.451076
375,521,9092,433.2,448.1625,12,2026-09-22 21:40:20.451076
376,522,9092,431.0625,448.1625,39,2026-09-22 21:40:20.451076
377,523,9092,427.5,448.1625,55,2026-09-22 21:40:20.451076
378,526,9092,182.4,182.4,10,2026-09-22 21:40:20.451076
379,527,9092,179.55,203.0625,25,2026-09-22 21:40:20.451076
380,528,9112,98.325,98.325,180,2026-09-22 21:40:20.451076
381,529,9112,98.325,112.575,173,2026-09-22 21:40:20.451076
382,530,9112,98.325,112.575,85,2026-09-22 21:40:20.451076
383,533,9112,133.2375,133.2375,33,2026-09-22 21:40:20.451076
384,534,9112,133.95,133.95,104,2026-09-22 21:40:20.451076
385,535,9112,138.9375,138.9375,154,2026-09-22 21:40:20.451076
386,538,9112,231.5625,283.575,98,2026-09-22 21:40:20.451076
387,539,9112,218.025,218.025,148,2026-09-22 21:40:20.451076
388,540,9112,327.0375,327.0375,82,2026-09-22 21:40:20.451076
389,541,9112,179.55,207.3375,279,2026-09-22 21:40:20.451076
390,542,9112,205.9125,205.9125,47,2026-09-22 21:40:20.451076
391,546,9112,227.2875,227.2875,72,2026-09-22 21:40:20.451076
392,547,9112,205.9125,205.9125,83,2026-09-22 21:40:20.451076
393,548,9112,190.2375,236.55,58,2026-09-22 21:40:20.451076
394,550,9112,426.7875,448.1625,41,2026-09-22 21:40:20.451076
395,551,9112,426.7875,448.1625,68,2026-09-22 21:40:20.451076
396,553,9112,177.4125,177.4125,9,2026-09-22 21:40:20.451076
397,554,9112,355.5375,355.5375,10,2026-09-22 21:40:20.451076
398,556,9132,83.3625,84.075,35,2026-09-22 21:40:20.451076
399,558,9132,130.3875,130.3875,13,2026-09-22 21:40:20.451076
400,559,9132,125.4,125.4,18,2026-09-22 21:40:20.451076
401,561,9132,228.0,225.15,26,2026-09-22 21:40:20.451076
402,563,9132,218.025,218.025,33,2026-09-22 21:40:20.451076
403,564,9132,295.6875,295.6875,9,2026-09-22 21:40:20.451076
404,565,9132,201.6375,223.725,15,2026-09-22 21:40:20.451076
405,566,9132,205.2,205.2,14,2026-09-22 21:40:20.451076
406,567,9132,203.0625,203.0625,90,2026-09-22 21:40:20.451076
